,Unnamed: 0,字段,标题
569,,01:04,国际铜夜盘收跌0.62%，沪铜夜盘收跌0.78%，沪铝收跌0.45%，沪锌收跌1.50%，沪铅收跌0.36%，沪镍收涨0.88%，沪锡收跌2.29%。
568,,01:07,美国纽约州报告新增新冠肺炎确诊病例4701例，死亡病例16例。
567,,01:11,【消费金融行业利率下调成大势所趋】记者从多机构了解到，近期多地金融监管部门对属地内消费金融公司进行窗口指导，要求将个人贷款利率全面控制在24%以内，并设置了过渡期进行调整。此次窗口指导要求的利率口径为IRR（内部收益率），而并非通常所说的APR（年化收益率）。尽管消费金融公司此前对于利率调整已采取了一定准备，但业内人士表示，其仍将面临利润下滑、成本控制等多重压力。而在减费让利金融支持实体经济的背景下，贷款利率下行也将成为未来一段时间的趋势。（经参）
566,,01:11,市场消息：三名官员透露，美国预计将宣布撤除驻喀布尔大使馆的大量雇员。据悉美国军方预计将临时派遣一些部队，帮助撤离美国驻喀布尔大使馆的工作人员。
565,,01:16,美联储在固定利率逆回购中接纳了10873亿美元，规模刷新历史新高。
564,,01:21,当地时间8月12日晚，缅甸国家管理委员会宣布，为防控新冠疫情，将第四次延长假期至8月22日。所有学校的停课时间也延长至22日，这一连续假期已从最初的9天延长至37天。
563,,01:23,欧元兑英镑EUR/GBP日内涨0.4%至0.8497，为7月23日以来最大涨幅。
562,,01:29,美国总统拜登：让孩子戴口罩不是为了政治，而是为了保护孩子们的安全。
561,,01:30,据央视新闻：东京奥运会英国队4x100米接力银牌得主吉津杜·乌贾（CJ Ujah）因涉嫌使用兴奋剂而被停赛。
560,,01:38,美国总统拜登：已要求美国食品药品监督管理局（FDA）加快仿制药的发放。
559,,01:45,COMEX 12月黄金期货收跌约0.1%，报1751.80美元/盎司。
558,,01:46,美国总统拜登：制药商应该能够盈利，但不能通过向美国人收取比其他国家更高的费用来实现。
557,,01:46,联合国秘书长发言人杜加里克表示，联合国希望能继续在阿富汗开展工作，但因阿国内冲突不断的背景下正在转移个别地区的员工。（卫星新闻）
556,,01:52,跨链去中心化金融平台Poly Network表示，黑客们已经几乎完全归还了周二被盗的逾6亿美元加密资产。
555,,02:00,【阿富汗塔利班攻占该国第三大城市赫拉特】8月13日，阿富汗塔利班发言人穆贾希德宣布，塔利班攻占了位于阿富汗西部的第三大城市赫拉特市。早前，塔利班已控制了赫拉特省几乎全部区域，并围困省会赫拉特市多日。对此，阿富汗政府方面暂未表态。（央视）
554,,02:00,墨西哥央行将基准利率上调25个基点至4.5%，符合市场预期。
553,,02:03,墨西哥央行：预计2021年底通胀为5.7%，核心通胀为5.0%。
552,,02:09,美国国务院发言人Price：已经有1200多名阿富汗特殊移民被转移到美国。
551,,02:09,美国国务院发言人Price：美国驻阿富汗大使馆将在未来几周维持开放，但将减少开放时长。
550,,02:17,美国参议院Warren对洛克希德马丁收购火箭制造商Aerojet Rocketdyne的并购提出质疑，美国联邦贸易委员会新任主席Lina Khan则呼吁反垄断部门尽快调查该交易以阻止更多垄断性并购。
549,,02:27,美国纽约市市长：纽约已有五万人获得了100美元的疫苗接种奖励。
548,,02:30,上期所原油期货2109合约夜盘收涨1.05%，报433.20元人民币/桶。
547,,02:31,上海黄金交易所黄金T+D 8月13日（周五）晚盘收盘上涨0.25%报366.24元/克；上海黄金交易所白银T+D 8月13日（周五）晚盘收盘下跌0.75%报5006.0元/千克。
545,,02:52,基金分析公司理柏（Lipper）：预计美国高收益基金上周流入5.1亿美元，市政债基金流入18.7亿美元资金，投资级基金流入39亿美元。
546,,02:52,美国食品药品监督管理局（FDA）：欧洲监管机构正在研究mRNA新冠疫苗的可能的新副作用，但目前尚未看到任何安全方面的信号。
544,,02:56,【阿富汗和平进程多边会议在卡塔尔闭幕】当地时间12日，阿富汗和平进程多边会议在卡塔尔首都多哈闭幕。此次会议为期3天，来自中国、美国、联合国以及有关涉阿国际地区重要攸关方的代表在会议期间就阿富汗形势、推进阿富汗和平进程等议题交换了意见。各方在会议上呼吁停战止暴，继续推进阿富汗内部和谈。出席会议的各方代表还分别与阿富汗政府代表、阿富汗民族和解高级委员会主席阿卜杜拉，以及塔利班代表、塔利班政治委员会负责人巴拉达尔举行了会谈，敦促双方早日就根本性问题达成协议。（央视）
543,,03:07,中国地震台网正式测定：08月13日02时32分在南桑威奇群岛发生7.6级地震，震源深度50千米。
542,,03:15,【世卫组织：推进下一阶段新冠溯源研究 去政治化至关重要】当地时间12日晚，世卫组织发表声明表示，自新冠疫情暴发以来，世界卫生组织与成员国和科学家协作进行溯源调查。今年3月，世卫组织发布了第一阶段溯源报告，世卫组织希望继续与成员国和专家开展下一阶段工作。（央视）
541,,03:20,据英国太阳报：英国普利茅斯传出“枪声”和“巨响”，当地议员呼吁人们待在室内。
540,,03:28,太平洋海啸警报中心(PTWC)：加勒比地区的7.6级地震不会引发海啸威胁。
539,,03:51,【加拿大总理特鲁多料将在周日号召提前大选并寻求第三个任期】外媒预计加拿大总理贾斯汀·特鲁多将在本周末号召提前大选，利用他的自由党当前的民调领先优势重新获得加拿大议会的多数席位。民调显示，自2015年以来执政的自由党目前的支持率徘徊在36%附近。在加拿大势力分散的政治体系中，这个比例接近重新获得议会控制权所需的门槛。此外，特鲁多的胜算还包括保守党及其领导人Toole对他软性支持。
538,,03:57,【土耳其新增22261例新冠肺炎确诊病例 累计确诊6018485例】土耳其卫生部网站更新的数据显示，过去24小时对281535人进行了新冠病毒检测，其中22261人检测结果呈阳性，累计确诊6018485例；新增138例死亡病例，新增15685例治愈病例。
536,,04:00,纳指初步收涨逾0.3%，领跑美国三大股指，苹果收涨约2%，带动大盘整体上扬，微软和特斯拉也涨超1%。Fisker跌超17%，领跌新能源汽车类股，Arrival跌7%，法拉第未来跌超6%，蔚来汽车和小鹏汽车跌超3%，RIDE则涨超2%。疫苗股诺瓦瓦克斯涨超5%，BioNTech涨超4%，辉瑞涨超2%，莫德纳涨超1%，略微挽回前几日失地，带动生物科技指数涨约0.8%。中概股百度财报发布后跌3%。
537,,04:00,美股收盘，道指涨0.04%，纳指涨0.35%，标普500指数涨0.29%。
535,,04:03,爱彼迎(ABNB.O)：预计第三季度营收将大幅高于2019年同期水平。
534,,04:05,有网友发文称“推特的每个帐户都应该有一个用于存储(非同质化代币)的钱包地址”。对此加密初创公司nocodepros.co创始人回复“感觉这件事对以太坊生态系统的好处比对推特的好处多”。推特CEO Dorsey则评论赞同后者的说法，并表示“而且推特上每个账户都可以链接到一个闪电钱包”。
533,,04:12,迪士尼第三财季营收170.2亿美元，分析师预期168.0亿美元。调整后EPS为0.80美元，分析师预期0.55美元。
532,,04:23,美股行业ETF涨跌各异，医疗业ETF涨近0.8%，网络科技股指数、科技行业ETF涨超0.5%，全球科技股指数ETF涨超0.2%，全球航空业ETF跌1.7%，半导体ETF跌约1.1%，区域银行ETF跌超0.6%，银行业ETF跌超0.3%。
531,,04:25,"美股大类资产ETF涨跌各异，农产品基金涨超0.8%，人民币做多涨0.6%，纳指100ETF涨超0.3%，标普500ETF、美国房地产ETF涨超0,2%，恐慌指数做多跌近2.1%，新兴市场ETF跌近0.9%，美国布伦特原油基金跌近0.5%，罗素2000指数ETF跌超0.2%。"
530,,04:33,【中国驻美大使会见美国常务副国务卿舍曼】中国驻美国大使秦刚12日会见美国常务副国务卿舍曼。舍曼欢迎秦刚来美履新，表示美国务院将为其履职提供便利和支持。秦刚感谢美方为其履职提供支持和协助。秦刚表示，当前中美关系站在新的十字路口。他将按照两国元首今年除夕通话的精神，加强同美方的及时沟通对话，努力推动理性、稳定可控、建设性的中美关系。双方并就共同关心的问题交换意见，同意继续保持密切对话沟通。（新华社）
529,,04:35,【田径诚信组织：已对4名涉嫌违反反兴奋剂条例的东京奥运会选手启动纪律程序】当地时间12日晚，田径诚信委员会（AIU）发布公告称，根据国际兴奋剂检测机构（ITA）的反馈，目前已对4名涉嫌违反反兴奋剂条例的东京奥运会男子选手启动了纪律程序。田径诚信委员会表示，目前仍在等待国际兴奋剂检测机构对上述运动员相关检测程序作出的最后结论，以判定其是否违反反兴奋剂条例，并由此决定这将对运动员在东京奥运会上的成绩及之后的参赛产生怎样的影响。（央视）
528,,04:38,美国国家飓风中心：飓风Linda预计将在未来几天内加强。
527,,04:41,【增长势头足，高技术制造业获投资“热捧”】当前保持快速增长的高技术制造业将获更多支持。近期地方密集披露的经济发展“半年报”显示，多地高技术制造业投资实现两位数高增长，彰显制造业后劲十足。日前上海、重庆、天津、浙江、广东等地密集出炉“十四五”时期制造业发展相关规划，明确未来五年高技术制造业增长目标与发展路径，并围绕电子及通信设备、医药制造、高端装备等领域谋划和储备重点投资项目，完善财政、金融、社会资本等资金保障，以加快培育现代产业体系，带动地方产业链向中高端迈进。（经参）
526,,04:54,【美国债务上限悬而未决 投资者的国库券热情有所降温】尽管金融系统中有大量资金到处游荡，但许多投资者在近几次国库券发行中都没有积极参与。这种冷淡源于美国财政部根据债务上限耗尽其举债授权日期的不确定性。此外财政部在供应问题上也让人感到一定程度的困惑，稍早前其宣布将三个月和六个月国库券的发行规模分别减少30亿美元，以便继续保持在债务上限下方。与此同时，该部还将发行500亿美元的57天期现金管理票据，并结束42天期的发行。
525,,04:59,【信贷结构单月波动莫忧，融资供需仍稳健有力】7月信贷社融数据公布后，对“融资需求明显转弱、经济下行风险加大”的担忧之声再起。新增信贷社融规模是资金供需两端变化共同作用的结果，单月新增人民币中长期贷款不及预期，难以有效说明实体经济融资需求的明显转弱。从金融数据全貌看，7月新增信贷社融在剔除季节性和临时性因素后对实体经济的支持力度依然表现不俗，人民币贷款余额同比增速与上月持平，今年以来社融增量高达18.8万亿元，表明融资供需两端的稳健有力。（证券时报）
524,,05:00,【11地证监局强化抽检，重点“关照”新股发行】行至下半年，各地证监局纷纷将“双随机”抽查提上工作议程。据不完全统计，7月至今已有13批现场检查随机抽查名单公布，共涉及11地证监局。这一频率相比今年上半年有大幅增加。证券期货分支机构仍是监管现场检查的重点对象，但相比于上半年，各地证监局近期明显增加了对相关法律及审计项目的抽取检查，而对债券发行人的检查则较上半年有所减少。同时，中证协、深交所也在持续加强对新股发行方面的抽查、检查工作。（证券时报）
523,,05:05,莫德纳：研究结果显示，新冠肺炎疫苗的抗体仍然对诸多变异毒株有效。
522,,05:14,【A股新陈代谢常态化，年内18家公司收到“退市通知”】作为2021年资本市场重点改革方向之一，“退市”在退市新规之下已呈现出新特征。截至8月12日，今年以来已有17家上市公司退市，另外天翔环境也收到交易所终止上市事先告知书，并已进入退市整理期，将于8月30日摘牌，成为创业板今年首家退市公司。至此，年内共有18家上市公司收到“退市通知”。南开大学金融发展研究院院长田利辉表示，年内退市公司共18家已超过2020年全年退市数量，说明在退市新规下，A股市场的退市工作正逐步常态化。（证券日报）
521,,05:15,阿根廷报告新增13369例新冠肺炎确诊病例，新增182例死亡病例。
520,,05:22,据AXIOS网站：塔利班占领了阿富汗第二大城市坎大哈，这是塔利班在一周内占领的第12座城市，同时也是塔利班运动的起源地。
519,,05:28,周四（8月12日）纽约尾盘，CME比特币期货BTC主力合约报44325美元，较周三纽约尾盘跌4.59%，盘中交投于46295-43780美元区间。 CME以太币期货DCR主力合约报3082.75美元，较周三跌4.37%，盘中交投于3250.00-2986.50美元区间。
518,,05:40,【确保减产、稳价保供两手抓，下半年钢铁市场料将无忧】下半年全国钢铁行业减产已拉开帷幕，大宗商品稳价保供仍是各地的工作重点之一。在此背景下，部分市场观点认为，钢铁行业减产会收缩钢材供应量，或导致钢材供给难以满足需求，与稳价保供的要求相悖。对此，多位行业专家表示，钢铁行业有能力在“确保减产”和“稳价保供”间实现平衡，下半年钢铁市场料将无忧。（上证报）
517,,05:44,【南非宣布将国家灾难状态延长至9月15日】当地时间8月12日，南非合作治理和传统事务部部长德拉米尼·祖马宣布，该国国家灾难状态延长一个月。德拉米尼称，政府为减轻新冠疫情对南非人民生活和生计的影响而作出该决定。所有民众在国家灾难状态期间须遵守该国三级防疫规定，出门必须始终佩戴口罩，保持社交距离，避免人群聚集和参加各种聚会，并勤用肥皂或含酒精的洗手液洗手。
516,,05:50,【铝坯价格创下纪录新高 得益于建筑等行业的旺盛需求】铝坯价格飙升至纪录新高，因为建筑等行业的旺盛需求导致这种通常廉价且供应充沛的材料出现罕见的短缺。伦敦金属交易所（LME）期铝价格今年以来飙升了30%以上，而铝坯相对于期铝的溢价涨幅更大。分析师和交易员们预计铝坯价格会进一步上涨，因为电动车和可再生领域的用铝需求劲升。高盛则预计期铝价格明年晚些时候也将创下纪录新高。
515,,06:05,李宁(02331.HK)：2021年上半年营收102亿元，去年同期为61.8亿元。2021年上半年净利润19.62亿元，去年同期为6.83亿元。上半年毛利率上升6.4个百分点至55.9%，经营现金流增长超过590%至33.25亿元人民币。
514,,06:15,【7月消费或延续恢复态势 制造业投资有望提速】今年下半年中国经济首张月度成绩单将于下周一公布。市场普遍预期，随着基数抬升，7月主要宏观指标同比增速有所放缓，但消费有望延续恢复态势，制造业投资或提速。（上海证券报）
513,,06:18,【产业景气度高 券商看多新能源龙头】近几个月来，新能源板块无疑是A股市场最火热的明星。从上游的锂电材料，到中游的电控电机，再到下游的整车充电桩等，新能源车产业链获资金轮番挖掘，各领域龙头品种股价屡创新高。比亚迪作为国产新能源整车龙头，近期股价也水涨船高。自5月初见底以来，比亚迪股价最近3个月累计涨幅超过110%，且不断刷新历史新高，目前市值已突破8000亿元。 (上证报)
512,,06:22,【科创板新减持方式受捧 询价转让案例逐渐增多】随着科创板进入年内解禁小高峰，7月以来，共有34家科创板公司密集发布股东减持公告。解禁“开闸”与减持“浪起”的时点重合，与当前科创板以创投机构为主力的减持结构不无关系。另外，基于公司股价的不错走势，亦有不少董监高选择“落袋为安”。从减持方式上来看，科创板推出的询价转让机制正成为越来越多科创公司的选择。继石头科技、天奈科技尝鲜询价转让受到热捧后，艾迪药业、威盛信息等也纷纷抛出询价转让计划书，等待“有意者”认购。 (上证报)
511,,06:28,【阿迪达斯25亿美元出售锐步】阿迪达斯表示，已经和Authentic Brands Group（ABG）公司达成协议，以最多21亿欧元（约25亿美元）的价格出售陷入困境的运动鞋和体育用品品牌锐步。这25亿美元中的大部分交易金额将以现金支付，具体细节未披露，整个交易预计在2022年第一季度完成。
510,,06:28,【牧原股份拟募资近百亿元，新增生猪产能677万头】在生猪养殖行业不景气的背景下，行业龙头牧原股份逆势扩张，募资进一步扩大养殖规模。8月12日，牧原股份披露公开发行可转债募集说明书，拟募资不超95.50亿元（含95.50亿元），扣除相关发行费用后将全部用于生猪养殖建设项目和生猪屠宰项目。据披露，加上另筹资金，牧原股份拟投资88.7亿元用于新增23个生猪养殖基地，新增养殖规模677万头；拟投资22.87亿元用于新建4个生猪屠宰项目，合计屠宰能力1300万头。（上证报）
509,,06:30,委内瑞拉总统马杜罗： 委内瑞拉国有银行将以外币形式发放贷款，还可以用加密数字货币/石油币方式投放。
508,,06:32,【前7月增持超5000亿元 外资持续加仓中国债券】债券通公司8月12日披露的数据显示，截至7月末，境外机构持有我国银行间市场债券3.77万亿元，刷新历史纪录；与上月末相比，持债规模上升234亿元，为连续第4个月上升。今年前7月，境外机构持有的境内债券累计增加5123亿元。分析人士指出，境外机构扩大对中国债券的投资是长期性、趋势性的行为，体现了国际投资者对中国经济长期向好的信心。 (中证报)
507,,06:33,据央视新闻：莱索托政府宣布，该国首相马乔罗感染新冠病毒，目前正在家进行自我隔离。
506,,06:38,【公募密集调研 智能汽车成新风口】近日，易方达基金、兴全基金、景顺长城基金、鹏华基金、嘉实基金等头部公募扎堆调研智能汽车龙头公司。有公募指出，智能化是汽车业发展的必由之路，其核心在于电动化和电子化，目前投资界对此预期较为一致。相关个股上涨主要是由业绩驱动，后市仍有投资机会。 (中证报)
505,,06:38,【百亿私募重仓股曝光 二季度加仓周期板块】随着上市公司半年报陆续披露，不少百亿私募的重仓股也浮出水面。截至8月12日，一共有190余只证券私募基金产品出现在115家上市公司前十大流通股东中。整体来看，有色、钢铁、采掘等周期板块是百亿私募加仓的方向。 (中证报)
504,,06:43,【南非中小学开学后出现大规模感染新冠病毒现象】 据南非媒体报道，该国东开普省卫生厅表示，在开学的短短7天里，该省已有89所学校的学生因上课感染了新冠病毒。目前，该省教育厅正在进行筛查、定位和检测密切接触者。南非其它省份教育部门正在密切关注本地中小学学生因上学而大规模感染新冠病毒的现象。（央视）
502,,06:44,巴西总统博索纳罗：我们用更多的生产来对抗通胀，除此之外别无办法。
503,,06:44,【上市券商半年报亮相 华西证券营收增近20%】8月12日晚间，华西证券在A股上市券商中率先披露2021年半年报。报告期内，华西证券实现营业收入25.08亿元，同比增长19.79%；实现净利润9.30亿元，同比增长0.81%。此外，21家A股上市券商半年报业绩预告或业绩快报显示，上半年净利润较去年同期增长。今年以来券商板块整体表现不佳，但业内人士乐观看待券商板块后市行情，建议持续关注大财富管理业务收入利润占比较高的标的。（中国证券报）
501,,06:51,【多城第二批集中供地按下“暂停键”】日前，青岛市相关部门发布公告称，7月30日青岛公示的第二批次集中出让的100宗地拍卖活动因故终止，再次实施公开出让时间以公告为准。截至目前，已有深圳、天津、青岛、惠州四地相继发文终止或延期第二批土地“两集中”挂牌出让。专家认为，为进一步夯实稳地价工作，预计部分热点城市将调整土拍规则。 (中证报)
500,,06:52,8月12日0时至24时，云南新增新冠肺炎本土确诊病例1例 ，新增境外输入确诊病例9例、无症状感染者4例。（云南发布）
499,,06:53,【央地全面发力 重点行业减碳路径渐明】实现碳达峰、碳中和，钢铁、建材、有色、石化等多个重点行业减碳路径渐明。记者了解到，我国将加快构建碳达峰、碳中和“1+N”的政策体系，有关部门和行业协会正在对重点行业碳排放情况和减排潜力“摸家底”，为其纳入全国碳市场做准备。这些重点行业建设项目碳排放环境影响评价试点也拉开了大幕，更多地区正在将碳排放纳入环评工作。 (经济参考报)
498,,06:57,【全国碳市场将“满月” 量价稳定活跃度仍待提升】全国碳排放权交易市场自7月16日上线交易以来已近“满月”，整体来看交易价格稳中有升，市场运行平稳。截至8月12日，全国碳市场碳排放配额收盘价55.43元/吨，相对于碳市场上线时48元/吨的开盘价，累计涨幅15.47%。（经参）
497,,07:00,商丘新增1例新冠阳性，系第一人民医院在给患者开展核酸检测中发现。（网信商丘）
496,,07:13,【河南商丘发现1人新冠阳性】今天5时，商丘市第一人民医院在给患者开展的核酸检测中，发现一名阳性者。凡是8月6日以来到过商丘市第一人民医院就诊、陪护、探视等人员，请主动向社区（村）报备，居家隔离，不要外出，等待疾控人员核酸检测，发现身体异常情况，立即报告。   （央视）
495,,07:13,比特币短线上扬近400美元，现报44343.55美元/枚，日内跌幅收窄至2.58%。
494,,07:18,【新型“亲水”光敏剂让牙齿美白除菌更高效】日前，天津大学化工学院张雷教授团队和天津医科大学口腔医院张旭教授团队合作，设计出一种新型光敏剂——两性离子修饰的亲水性卟啉，应用于光动力牙科治疗策略中，可有效清除牙冠上95%的变形链球菌生物膜。该项研究成果发表于国际权威期刊《先进功能材料》。
493,,07:20,【活体大脑神经元内蛋白质首次识别】美国研究人员首次成功开发出一种方法，可以识别活体动物大脑中不同类型神经元内的蛋白质。该研究11日发表在《自然·通讯》杂志上，这一结果使人类在了解大脑中数百万种不同蛋白质的道路上迈出了一大步。
492,,07:22,【人民日报刊文：对网络“三俗”要零容忍】互联网已经成为未成年人获取信息的重要来源，然而，一些低俗、庸俗、媚俗的不良信息也随之而来。未成年人心智尚不健全，对不良内容缺乏鉴别力。对可能危害未成年人的网络不良内容尤须“零容忍”，不能让网络“三俗”污染孩子纯洁的眼睛和心灵。
491,,07:22,【美股小幅收涨 道指与标普500指数再创新高】美股小幅收涨，道指与标普500指数再创历史新高。道指涨0.04%，纳指涨0.35%，标普500指数涨0.30%。大型科技股多数上涨，苹果、特斯拉涨超2%，微软涨1%。疫苗股集体走高，诺瓦瓦克斯涨超5%，BioNTech涨超4%，辉瑞涨近2%。新能源汽车中概股普跌，蔚来汽车、小鹏汽车跌超3%，理想汽车跌2%。 中概股百度财报发布后跌3%。
490,,07:22,【世卫组织将测试3种新冠潜在药】据美国《国会山报》当地时间11日消息，世卫组织在同日举行的新冠肺炎例行发布会上表示，作为“团结试验+”测试的一部分，世卫组织将在52个国家或地区进行一项临床试验，对3种作为新冠肺炎潜在疗法的抗炎药进行研究。这3种抗炎药分别是青蒿琥酯、伊马替尼和英夫利昔单抗。
489,,07:25,【未来投资主线怎么选：“茅指数”还是“宁组合”？】最早提出“宁组合”概念的安信证券首席策略分析师陈果表示，“茅指数”是个不错的指数，但“宁组合”在产业方向、景气度、增速、全球竞争力及政策战略支持上更有优势，有望成为A股市场一条强势主线。此外，“宁组合”的外延或涵盖的行业也在动态变化。对于当前市场风格从“茅指数”转向“宁组合”的趋势，陈果表示，这种风格转变未来会成为一种常态。但是，“茅指数”和“宁组合”不是对立的。（上证报）
488,,07:28,汇丰将建设银行A股评级上调至买进，目标价7.40元。
487,,07:28,【人民日报刊文：为预付消费加上法律“安全阀”】面对消费者日益高涨的期待，有关部门已经出台了相关管理办法。但从实践来看，如何解决预付卡在准入、规范、监管及消费者维权等方面的突出顽疾，仍须从源头上下功夫。加快立法，为预付消费划出法律红线，可谓势在必行，也是行业健康发展、规范市场秩序的题中应有之义。相信有了法律保障，就能让监管更及时、执法更有力，从而让预付消费更令人安心。
486,,07:29,【三款药物入选世卫组织新冠“团结试验+”项目】世界卫生组织11日宣布，其主导的“团结试验+”项目将招募新冠肺炎住院患者，以评估青蒿琥酯、伊马替尼和英夫利西单抗三款药物的疗效。世卫组织当天发布公报说，这三款药物由一个独立专家小组选出，认为其有潜力降低新冠肺炎住院患者死亡风险。（人民日报）
485,,07:32,【上证报：7月消费或延续恢复态势 制造业投资有望提速】今年下半年中国经济首张月度成绩单将于下周一公布。市场普遍预期，随着基数抬升，7月主要宏观指标同比增速有所放缓，但消费有望延续恢复态势，制造业投资或提速。 受疫情扰动和极端天气影响，7月社会零售品总额增速或较6月有所回落，但总体仍延续恢复态势。企业利润高涨及融资需求旺盛之下，金融支持力度加大将促进制造业投资增长，预计1至7月制造业投资两年平均增速将较上半年的2%进一步提升至2.7%。
484,,07:34,【专家：城镇消费、国货潮牌、新能源汽车等品类将成下一阶段消费热点】下半年消费恢复仍有不少积极因素。中原证券首席经济学家王军表示，在强有力的疫情防控措施下，9月及四季度消费市场将加快修复，居民收入和劳动力市场也有望持续改善，城镇消费、国货潮牌、新能源汽车等品类将成下一阶段消费热点。
483,,07:35,【英国普利茅斯发生严重枪击事件，致至少5人死亡数人受伤】路透社消息，英国普利茅斯当地时间12日晚发生严重枪击事件，造成至少5到6人死亡。警方称局势已经得到控制。 报道称，至少有5到6人在枪击中死亡，此外还有数人受伤并接受治疗，枪手本人据称已经被警方击毙。目前，警方还未确认死亡人数。 据报道，当地一名议员在推特上称事件和恐怖主义无关。  （环球网）
482,,07:36,【国美借折扣平台重新发力电商】国美在电商的布局上拿出了“重出江湖”的气势，更名和上新的动作接二连三。8月12日，国美筹备的新App折上折用户版进入试运营阶段，借助导购App触及更多用户。此举被视为国美发力电商，争夺第三方商家资源、强攻新买家，或许国美能借此在电商领域扳回一局。不过，纵观国美的商业版图，导购电商对其主营业务是否能实现反哺，还有待观察。（北京商报）
481,,07:37,据俄罗斯卫星网：英国警方称，发生在普利茅斯的枪击事件中有6人丧生，其中包括袭击者。
480,,07:39,【首现于纽约的变异毒株“约塔”病亡率更高】美国纽约市卫生和精神卫生部与哥伦比亚大学公共卫生学院的科学家近日在生物医学预印本网站上刊文称，与此前的新冠病毒变异毒株相比，2020年11月首先在美国纽约发现的新冠病毒变异毒株“约塔”具有更大的传染性和免疫逃逸倾向，并可将老年感染者的病亡率提高62%—82%。（人民日报）
479,,07:42,【北京疾控中心发布新版接种人员工作指引 居住社区21天内发生疫情人员不得参加接种工作】北京市疾控中心日前发布新版预防接种工作人员健康管理及工作要求指引。根据指引，居住社区21天内发生疫情的人员原则上也不得参加接种工作，14天内有发热、咳嗽、乏力、腹泻、嗅觉味觉异常等相关症状的不得参与接种工作。
478,,07:43,【今日财经日历大事件提醒】经济数据关注：①14:45 法国7月消费价格同比终值；②20:30 美国7月进口价格环比；③22:00 美国8月密歇根大学消费者信心指数初值；④13-18日 中国7月份外商直接投资同比。全球央行和政府动态关注：15:00 国务院联防联控机制就进一步做好疫情防控有关情况举行发布会。
