,Unnamed: 0,字段,标题
83,,11:06,【上海市60个外资项目集中签约 投资总额58.5亿美元】7月28日，上海市60个外资项目集中签约，投资总额58.5亿美元，涉及生物医药、集成电路、人工智能，以及电子信息、生命健康、汽车、高端装备、先进材料、时尚消费品等重点产业项目。从上海市商务委了解到，上半年，上海市实际使用外资124.48亿美元，同比增长21.1%。新增跨国公司地区总部31家，外资研发中心12家。截至6月底，跨国公司累计在沪设立地区总部达到802家，外资研发中心493家。（央视）
82,,11:06,恒生科技指数涨7%，创纪录最大涨幅。腾讯控股涨近9%，美团涨近10%。
81,,11:07,美元兑韩元USD/KRW一度下跌0.7%，报1145.90，为6月25日以来最大跌幅。
80,,11:08,【国内首个站内天然气制氢加氢一体站试运行 佛燃能源投建】昨日下午，由佛燃能源投资建设的南庄制氢加氢加气一体化站启动试运行。南庄站是国内首个站内天然气制氢加氢一体站，日制氢加氢能力达到1100公斤，可满足公交车100车次或物流车150车次的加氢需求。
78,,11:11,港股SaaS概念股强势反弹，明源云、中国有赞涨近20%，金山软件、微盟集团涨近14%，移卡涨超8%。
79,,11:11,【交通运输部：8月底前全面完成交通运输领域突出问题整改】29日，交通运输部举行例行发布会，介绍了交通运输执法领域突出问题专项整治行动的最新进展。目前专项整治行动经过动员部署、自查自纠，已经进入到了深入整改阶段，取得了阶段性重要成果。下一步，交通运输部将持续深挖深查问题，确保8月底前全面完成突出问题整改工作。
77,,11:13,【交通运输部：网约车中途甩客、故意绕道处罚或将加重】交通运输部新闻发言人孙文剑在发布会上表示，《网络预约出租汽车经营服务管理暂行办法》主要修订内容中包括删除了第三十六条中对“未携带相关证件、甩客或者故意绕道行驶、违规收费”等违规行为处罚相关表述。实际上，这是将对出租车/网约车司机的行为监管细则更多，同时，在这一管理规定之中，出租车/网约车司机的违规处罚金额，也从50元至200元，直接提高到了200元至2000元。
76,,11:14,【全球26.5%人口已接种至少一剂新冠疫苗】据博鳌亚洲论坛和人大重阳金融研究院29日联合发布的《全球新冠疫苗应用图景报告》显示，截至2021年7月20日，全球已接种新冠疫苗37亿剂，全球26.5%人口已经接种了至少一剂新冠疫苗，至少有209个国家和地区已经开始推广疫苗接种。中国疫苗接种数量在世界范围内遥遥领先，2021 年 6 月 19 日，接种突破 10 亿剂次，超过全球疫苗接种数量的1/3。
75,,11:15,北向资金净流入达30亿元。
74,,11:17,【苏宁易购触及涨停】临近午盘，苏宁易购触及涨停，封单超22万手。据腾讯消息，苏宁易购股东大会今日召开，阿里或开启全面接管，从接近消息人士处了解到，如果不出意外，阿里提名的黄明端进入董事会并出任新一任董事长；苏宁易购张近东之子张康阳进入董事会，成为新任董事会的非独立董事。
73,,11:20,【联想上海未来中心今日揭幕】联想上海未来中心今日在张江高科联想创新科技园揭幕。这是继北京之后，联想落地的第二座未来中心，主要展示智慧城市、智能制造、智慧教育、智慧农业、智能办公等五大场景，辐射华东、华中以及华南部分地区。
72,,11:21,【TikTok直播推出五大新功能】近日，TikTok宣布其直播平台TikTok LIVE将推出五大新功能，包括画中画、多人共同直播、实时提问和回答、热门直播以及管理员设定，以持续丰富TikTok用户的使用体验。目前，TikTok LIVE可让创作者和其他用户实时互动。年满16岁的用户可启用直播功能，年满18岁的用户可以在直播期间收送虚拟礼物。与去年相比，今年直播的人数和观看直播视频的人数增加了一倍。
71,,11:21,【张文宏：南京疫情尚在可控之中】上海复旦大学附属华山医院感染科主任张文宏29日在微博发文称，南京疫情遵循“点状-线状-弥散”规律，目前如果把禄口机场作为一个爆发点来看，是循着航空线路向各个省市扩散，目前外省市的病例基本上均是在对相关重点人群的筛查中发现的，还处于禄口机场相关的传播线上，在外省市尚未发现脱离机场这条追踪线路的无源头较多社区扩散病例，这提示疫情尚在可控之中。后续1-2周各省市如果没有更多的二代与三代病例发生，本轮疫情的规模仍然会限制在南京市。
70,,11:22,港股有色金属板块走强，赣锋锂业涨7.7%，洛阳钼业涨5.5%，中国铝业涨4.7%，俄铝涨4.2%，紫金矿业涨3.8%。
69,,11:26,【现代汽车和LG新能源计划投资11亿美元在印尼建汽车电池厂】现代汽车集团和LG新能源将联合在印尼建立一个电池工厂，此为这两家韩国企业旨在服务于全球电动汽车市场而进行的首次此类合作。据LG化学旗下LG新能源，两家公司将投资总计11亿美元，建设东南亚第一个生产电动汽车电池的工厂。双方在一份联合声明中表示，建设将在第四季度开始，商业化生产将在2024年上半年开始。
68,,11:29,【欣兴：IC载板需求高涨 订单能见度已达2025年】IC载板厂欣兴昨日举行线上法说会，公司透露，目前看来载板需求依旧旺盛，2025年之前大多数产能都已被客户预订，一些客户甚至在寻求未来5-7年的合作机会，看好未来市场需求。 (台湾工商时报)
67,,11:30,【国家能源集团：上半年净利润两年平均增长15%】7月29日国家能源集团召开上半年重点工作情况新闻发布会表示，今年上半年，国家能源集团完成煤炭产量2.8亿吨、发电量5214亿千瓦时、铁路运量2.4亿吨、含主要中间产品的化工品产量1440万吨，实现营业收入3125亿元、两年平均增长12.1%，利润总额两年平均增长14%，净利润两年平均增长15%。（一财）
66,,11:31,"上证综指午盘收涨1.04%，报3396.56点。长城汽车对指数上涨贡献最大，上涨7.8%。 天合光能涨幅最大，上涨14.6%。午盘交易中，1,618支股票中1,182支上涨，369支下跌；5个类股中3个类股走高，以工业股为首。"
65,,11:32,A股午盘休盘，三大股指集体上涨，沪指涨1.04%，深成指涨2.41%，创业板涨3.73%，两市半天成交额超7000亿元，北向资金净流入近20亿元。
64,,11:33,"【午评：大反弹！三大指数高开高走，创指涨近4%，半导体、光伏、锂电池齐发力，纷纷掀起涨停潮，银行、白酒板块萎靡，北向资金净买入19亿】

三大指数今日集体高开，高位震荡，创指持续拉升，盘中涨近4%。截至午间收盘，沪指涨1.04%，深成指涨2.41%，创指涨3.73%，两市个股涨多跌少，超2400余只个股上涨，1900只个股下跌，半日成交额超7000亿，北向资金净流入超19亿元。

锂电池、光伏、芯片板块集体共振，科创创业50指数盘中一度涨近4%，$双创50(SZ159782)$ 涨超3.5%，成交额超5000万元。"
63,,11:35,【国内商品期市午盘多数品种上涨】 国内商品期市午盘多数品种上涨，能化品涨幅居前，乙二醇涨超2.6%。
62,,11:36,日本累计接种8260万剂新冠疫苗，27%的人接种完两剂疫苗。
61,,11:37,港股汽车股持续拉升，长城汽车涨近11%，东风集团股份、小鹏汽车涨超9%，比亚迪电子、吉利汽车、广汽集团均涨超6%。
60,,11:38,"印度Sensex指数盘前上涨0.4%，至52,654.62点。"
59,,11:38,阿塞拜疆国防部表示，亚美尼亚破坏了边境停火协议。（卫星新闻）
58,,11:39,大和证券：恢复跟踪邮储银行H股，评级买进。
57,,11:39,【任泽平：预计中国2026年前后跨越中等收入陷阱】在2021中国资本市场高质量发展峰会上，东吴证券首席经济学家任泽平表示，2020年我国人均GDP突破1万美元，按照世界银行对发达国家人均GDP12600美元的标准，预计再过5年，也就是在2026年前后，我国将跨越中等收入陷阱，迈入发达国家行列。(银柿财经)
56,,11:39,【IDC：2021Q1中国云市场规模超300亿 阿里云第一、腾讯华为位列二三】IDC最新发布的2021年第一季度中国公有云市场数据显示，季度内IaaS+PaaS市场规模达46.32亿美元（301亿人民币），其中阿里云排名第一，市场份额为40%，腾讯云、华为云分别位列第二、三名，市场份额均为11%。
55,,11:40,据国务院客户端7月29日10时更新的疫情中风险区信息，四川省宜宾市南溪区南溪街道江景郦城小区1栋升级为中风险地区。（北京日报）
54,,11:41,【工信部：加快推动钢铁工业迈向高质量发展】7月29日，中国钢铁工业协会第六届会员大会二次会议在上海召开，工信部原材料司司长陈克龙表示，要准确把握钢铁工业发展面临的新形势，加快推动钢铁工业迈向高质量发展，完整准确全面贯彻创新协调绿色开放共享的新发展理念，发展低碳绿色的钢铁、布局优化的钢铁、技术先进的钢铁、安全可靠的钢铁、效益突出的钢铁。
53,,11:42,【报告：上半年中国游戏市场实际销售收入1504.93亿元 同比增长7.89%】今日，中国音数协游戏工委(GPC)与中国游戏产业研究院发布了《2021年1-6月中国游戏产业报告》，报告显示：2021年上半年，中国游戏市场实际销售收入1504.93亿元，同比增长7.89%；中国游戏用户达到6.67亿；中国自主研发游戏海外市场实际销售收入84.68亿美元，同比增长11.58%。
52,,11:42,【贾跃亭旗下世茂工三商场16.45亿成交】7月29日，北京产权交易所官网显示，北京市朝阳区工体北路13号院3号楼1-4层及5幢不动产（世茂工三商场）历时24小时，最终成交，作价16.45亿元。拍卖于7月28日上午10时开拍，起拍价约合16.4亿元，评估价为29.29亿元。 本次拍卖为第二次拍卖。上一次拍卖于4月15日上午10时开拍，起拍价约合20.5亿元，评估价为29.29亿元，最终流拍。
51,,11:42,美元兑加元USD/CAD跌破1.25整数关口，为7月14日以来新低。
50,,11:45,【《河北雄安条例》通过河北省人大审议 9月1日正式实施】 7月29日，河北省十三届人大常委会第二十四次会议审议通过了《河北雄安新区条例》，该条例将于9月1日正式实施。这是全国第一部关于支持雄安新区改革创新和建设发展的综合性法规。条例将中央和河北省关于支持雄安新区的各项决策部署通过立法予以保障实施。
49,,11:48,【三星电子Q2业绩强劲增长 半导体、面板业务成最大功臣】三星电子今日发布第二季度财报显示，得益于半导体和显示面板业务，当季实现销售额63.67万亿韩元，较去年同期增长20.2%，创下有史以来第二季度的最高纪录。营业利润为12.56万亿韩元，同比增长54.3%；净利润为9.63万亿韩元，较上季度增长34.9%，同比增长73.4%，基本符合本月初发布的业绩指引，高于分析师预期。
48,,11:54,【任泽平：对冲疫情和经济下行最有效的办法就是启动新基建】在2021中国资本市场高质量发展杭州峰会上，东吴证券首席经济学家任泽平表示，中国的体制非常适合进行超级基础设施建设，在过去二十年，我国抓住了全球化的红利，成为了全球化最大的受益者。而目前形势下，对冲疫情和经济下行最有效的办法就是启动新基建，包括5G、人工智能等科技领域的新基建和教育、医疗等民生领域的新基建。这些新基建具有强外部性，将会大大降低企业创新成本，打造中国经济的新引擎。（银柿财经）
47,,11:54,【IC Insights：预计今年IC单位出货量大增21% 达3912亿】分析机构IC Insights近日发布报告，对2021年-2025年全球集成电路市场做出预测。报告指出，继2019年IC单位出货量下降6%、2020 年增长8%后，预计今年出货量将大幅增长21%，将达3912亿。2020-2025年，IC复合年增长率预计为 11%，比2015-2020年的单位复合年增长率高5个百分点。
46,,11:55,【央行李兴锋：加强金融科技创新审慎监管 坚守金融领域科技伦理底线】中国人民银行科技司副司长李兴锋在谈当前金融科技发展面临新形势和新挑战时指出，发展不平衡、不充分的问题仍然比较突出。应立足新发展阶段，贯彻新发展理念，做好新时期金融科技工作，推动金融科技行稳致远。李兴锋表示，“一是加强金融科技创新审慎监管；二是着力弥合发展数字鸿沟问题；三是全面深化监管科技应用实践；四是坚守金融领域科技伦理底线。”
45,,11:57,河南气象：烟花对河南的影响今日基本结束。近2小时（29日09时-11时）降水：濮阳出现小雨天气，最大降水出现在内黄县宋村8.6毫米。
44,,11:58,马来西亚方面表示，2021年财政赤字可能上升至占GDP的6.5％-7％。
43,,12:01,特斯拉CEO埃隆·马斯克表示，特斯拉AI日定于8月19日召开。
42,,12:03,印度新增640例新冠肺炎死亡病例，累计达422662例。
41,,12:05,【香港恒生指数午间休盘涨2.74%，腾讯涨8.36%】香港恒生指数午间休盘涨2.74%，恒生科技指数涨6.77%，腾讯涨8.36%，阿里巴巴涨6.71%，美团涨8.72%，网易涨11.88%，B站涨10.09%，京东集团涨10.76%。
39,,12:07,印度方面表示，单日接种440万剂新冠疫苗，累计接种4.507亿剂新冠疫苗。
40,,12:07,泰国财政部：对关键出口伙伴出口保持增长。经济复苏的风险包括新的变种新冠病毒。
38,,12:09,泰国财政部：泰铢面临资本流出的压力。预计2021年平均泰铢兑美元THB/USD将为31.48。
37,,12:10,【集邦咨询：高端笔记本面板市场份额将在2022年超过20%】据国外媒体报道，随着各家供应商争相生产OLED、LTPS面板，集邦咨询（TrendForce）预测，这些高端笔记本面板的市场份额将在2021年达到17.8%，2022年将达到21.4%。三星显示器公司（SDC）是全球最大的OLED面板供应商之一，在中小型OLED面板市场上占据主导地位。2020年，该公司的OLED笔记本面板出货量达到80万片。该公司预计，2021年OLED笔记本面板的出货量将超过400万片，2022年还有进一步增长的空间。
36,,12:10,泰国财政部长：受新冠疫情和经济反弹趋缓影响，泰铢将走弱。
35,,12:12,【腾讯搜狗即将完成初步整合：搜狗核心团队并入腾讯看点，王小川未来或离任】腾讯最早将于8月初步完成搜狗整合工作，搜狗大部分业务并入腾讯PCG，其中主要团队与腾讯看点合并；在腾讯看点的架构之下，将为搜狗部分团队新设立几个中心，由搜狗高管担任总经理（GM）和总监职位。未来在搜狗完成整体退市后，现任CEO王小川或将离开搜狗，选择自主创业；而腾讯集团副总裁、腾讯看点负责人殷宇将成为搜狗团队新的领导者。（界面）
34,,12:12,【“成都已经封城”不实！又有3名网民发布涉疫不实信息被调查】据“成都公安”消息，7月28日，3名网民因发布涉成都疫情不实信息被依法调查后，警方在工作中再次发现所谓“成都已经封城”等涉疫不实信息，立即开展核查工作。
